id,target
458,0.08177
459,0.01643
461,0.03362
463,0.02238
467,0.05653
470,0.02515
471,0.03079
472,0.02998
476,0.05405
477,0.03791
481,0.03064
482,0.07344
483,0.08388
485,0.03276
487,0.02058
488,0.02234
490,0.02601
492,0.02823
494,0.07711
497,0.06997
499,0.02704
500,0.03942
501,0.03459
503,0.02878
505,0.02416
506,0.04110
507,0.03677
509,0.03991
510,0.04106
511,0.03466
512,0.01948
514,0.02973
515,0.03122
516,0.03183
517,0.10477
519,0.02693
520,0.04100
521,0.02808
522,0.05623
523,0.05063
527,0.04899
530,0.04461
532,0.03022
534,0.02507
536,0.04178
539,0.02599
543,0.02718
547,0.03957
550,0.04356
551,0.04572
552,0.03526
553,0.04372
555,0.03339
556,0.03287
557,0.02852
558,0.03847
559,0.02498
560,0.02858
561,0.03287
565,0.03556
566,0.03789
567,0.02770
571,0.03694
572,0.04330
574,0.02043
575,0.02278
576,0.05494
577,0.03398
578,0.02274
579,0.04456
581,0.02433
587,0.02522
589,0.02566
590,0.06978
591,0.03526
592,0.04847
593,0.03217
594,0.07648
595,0.05575
596,0.01826
597,0.04186
598,0.10725
600,0.02665
602,0.01798
605,0.02924
606,0.02983
607,0.02994
612,0.01860
613,0.02937
614,0.01627
615,0.03430
616,0.02334
617,0.02640
618,0.07103
620,0.02866
621,0.03588
622,0.02954
623,0.02697
628,0.03141
631,0.04303
632,0.01996
633,0.03472
634,0.06404
635,0.06871
637,0.04890
638,0.05910
640,0.03529
643,0.02287
644,0.06700
645,0.03954
646,0.04162
649,0.03497
651,0.05844
653,0.01555
654,0.05156
655,0.07107
656,0.03277
658,0.05463
659,0.02308
661,0.03991
662,0.03496
663,0.03028
664,0.05556
665,0.05978
667,0.02618
668,0.04644
671,0.04982
673,0.04729
674,0.05134
675,0.02504
676,0.04521
677,0.02382
678,0.03053
679,0.04374
680,0.06092
681,0.05919
682,0.03487
683,0.02343
684,0.02606
686,0.05343
687,0.06186
688,0.04067
690,0.03295
691,0.03386
692,0.06261
693,0.02909
694,0.03425
695,0.01978
696,0.02419
698,0.04404
699,0.01878
702,0.04146
703,0.01960
705,0.05140
706,0.04500
707,0.03149
708,0.01852
709,0.05952
710,0.06160
713,0.02211
714,0.03500
715,0.03328
716,0.05172
717,0.06349
718,0.02490
719,0.02776
720,0.04746
721,0.03625
723,0.03458
724,0.04871
726,0.02452
728,0.09562
730,0.02094
732,0.02216
734,0.01993
735,0.03117
737,0.02404
738,0.05279
741,0.04937
742,0.03326
743,0.03294
746,0.02869
747,0.03266
749,0.02886
750,0.06114
752,0.04877
755,0.02467
757,0.02374
758,0.03932
759,0.02823
765,0.03481
766,0.02360
767,0.08043
768,0.03555
769,0.02978
770,0.01974
771,0.02514
772,0.01831
773,0.05687
775,0.04230
776,0.04397
778,0.03309
779,0.03038
780,0.03117
782,0.02934
783,0.05547
784,0.03073
785,0.01940
786,0.02742
788,0.03754
789,0.03134
792,0.06995
793,0.02143
794,0.04700
797,0.04936
798,0.01901
799,0.05753
800,0.03972
801,0.05447
802,0.04535
805,0.02630
807,0.02761
808,0.02040
811,0.03020
813,0.01980
814,0.02829
815,0.06766
816,0.04810
817,0.02026
819,0.01878
821,0.02976
823,0.02986
825,0.04792
826,0.02248
827,0.02449
828,0.02555
830,0.03554
831,0.06292
833,0.01901
834,0.04208
835,0.02381
836,0.03639
837,0.04923
838,0.04417
840,0.02672
842,0.01900
844,0.02790
845,0.04148
847,0.03976
848,0.07209
850,0.03126
851,0.02719
852,0.03762
853,0.08642
855,0.03149
856,0.05424
857,0.04049
859,0.04393
860,0.06282
862,0.05329
863,0.05080
864,0.03062
867,0.03316
868,0.03980
869,0.02612
871,0.02245
873,0.04778
875,0.03747
876,0.04427
877,0.02808
879,0.04760
880,0.07151
883,0.02929
884,0.02594
885,0.02770
886,0.02133
887,0.02276
888,0.01924
891,0.04106
893,0.02012
895,0.07515
897,0.03034
898,0.06771
901,0.02833
902,0.03317
904,0.07529
905,0.02564
907,0.07105
908,0.03787
909,0.03920
910,0.01903
911,0.02103
913,0.03949
914,0.02578
915,0.06971
916,0.04187
917,0.02249
919,0.02981
920,0.02626
923,0.03061
924,0.02695
925,0.04166
926,0.03141
928,0.02647
929,0.01493
932,0.03320
935,0.05915
936,0.05245
937,0.02887
938,0.04142
939,0.03075
940,0.03663
941,0.03506
944,0.04295
945,0.02264
946,0.05219
947,0.02896
949,0.02918
950,0.04149
952,0.03386
953,0.04816
955,0.02204
956,0.03029
957,0.02114
960,0.02587
961,0.03555
962,0.03466
963,0.01794
964,0.04681
967,0.03170
975,0.04503
976,0.02451
977,0.02414
978,0.04566
980,0.02790
985,0.05149
986,0.04746
987,0.01943
989,0.03925
992,0.02706
994,0.05485
995,0.02923
996,0.01773
997,0.06292
998,0.02665
999,0.07745
1000,0.03825
1004,0.02515
1005,0.07698
1006,0.03077
1007,0.09056
1010,0.03337
1011,0.05449
1012,0.01689
1013,0.03750
1014,0.02790
1016,0.06612
1018,0.03423
1019,0.02044
1020,0.03089
1022,0.03029
1023,0.02740
1024,0.03057
1025,0.02741
1029,0.03290
1031,0.02382
1032,0.02603
1033,0.02781
1034,0.07417
1035,0.04769
1036,0.03696
1037,0.01999
1038,0.03461
1039,0.03155
1041,0.02141
1043,0.02799
1049,0.05363
1050,0.08207
1051,0.04148
1052,0.03786
1053,0.02698
1054,0.03577
1056,0.04265
1057,0.06576
1060,0.06065
1061,0.02243
1062,0.03256
1063,0.04743
1064,0.04265
1065,0.01830
1066,0.04003
1068,0.05665
1073,0.03801
1075,0.02228
1079,0.02535
1081,0.03333
1083,0.04436
1085,0.02409
1086,0.02402
1087,0.03196
1088,0.01882
1089,0.02835
1090,0.07199
1091,0.02844
1092,0.03431
1095,0.02658
1098,0.04048
1099,0.04061
1100,0.07008
1101,0.06159
1103,0.05678
1104,0.05632
1106,0.01961
1107,0.04639
1108,0.06096
1109,0.02445
1113,0.05830
1114,0.03982
1116,0.02969
1117,0.03991
1118,0.03059
1119,0.03002
1120,0.02826
1121,0.02716
1122,0.02941
1123,0.04357
1125,0.02167
1126,0.03116
1127,0.01919
1128,0.03111
1129,0.05262
1130,0.03312
1132,0.02706
1133,0.06935
1136,0.01714
1137,0.05505
1140,0.03674
1142,0.04347
1144,0.03609
1145,0.04263
1146,0.02327
1148,0.05068
1150,0.02223
1151,0.02688
1153,0.05879
1154,0.03515
1155,0.05094
1156,0.05619
1157,0.02705
1158,0.04034
1160,0.02133
1161,0.02357
1167,0.02683
1168,0.02121
1170,0.02415
1171,0.04585
1173,0.03324
1174,0.05731
1175,0.03737
1176,0.03292
1177,0.02175
1178,0.03219
1179,0.02049
1180,0.03040
1181,0.04599
1182,0.02895
1183,0.03973
1185,0.04370
1188,0.02804
1189,0.02313
1190,0.03794
1191,0.04641
1192,0.04383
1194,0.02639
1197,0.02936
1198,0.04033
1199,0.05204
1200,0.02683
1203,0.04744
1204,0.05733
1207,0.03755
1208,0.03853
1209,0.02731
1210,0.05926
1211,0.02829
1213,0.02996
1214,0.02543
1215,0.02919
1216,0.07779
1217,0.04391
1218,0.02435
1219,0.01960
1223,0.04647
1225,0.02205
1226,0.02335
1228,0.06483
1229,0.02621
1231,0.04862
1232,0.07575
1233,0.04451
1235,0.02994
1238,0.02130
1239,0.02067
1240,0.03603
1241,0.02179
1242,0.02762
1243,0.02581
1244,0.02797
1246,0.07044
1249,0.06117
1250,0.01709
1252,0.02522
1254,0.04300
1255,0.02182
1256,0.02230
1257,0.02287
1258,0.02727
1259,0.04627
1260,0.03293
1262,0.03297
1263,0.02105
1264,0.01812
1265,0.06544
1266,0.01792
1269,0.03217
1270,0.02580
1271,0.01842
1272,0.07062
1273,0.02430
1274,0.04081
1277,0.03029
1278,0.02739
1281,0.03500
1282,0.05309
1283,0.02210
1284,0.02518
1285,0.02928
1286,0.05916
1289,0.02326
1291,0.02307
1292,0.03086
1293,0.06079
1294,0.05372
1295,0.05606
1297,0.03465
1298,0.03637
1301,0.03567
1304,0.04539
1305,0.03322
1307,0.05495
1308,0.03739
1309,0.07799
1313,0.05567
1314,0.04158
1316,0.02509
1317,0.02891
1318,0.04293
1320,0.03322
1321,0.01800
1322,0.02495
1323,0.02206
1325,0.03320
1330,0.02493
1331,0.04023
1334,0.04090
1337,0.01916
1339,0.03810
1340,0.03268
1341,0.03993
1343,0.02459
1344,0.01961
1347,0.03996
1348,0.07274
1350,0.02496
1351,0.02085
1355,0.03450
1356,0.04111
1357,0.04240
1358,0.02827
1360,0.02420
1363,0.04275
1364,0.02091
1366,0.02502
1367,0.05884
1368,0.05573
1369,0.03243
1370,0.04292
1375,0.02698
1376,0.01384
1378,0.05628
1379,0.02737
1380,0.03687
1384,0.01490
1385,0.02326
1386,0.04447
1388,0.03621
1389,0.01922
1391,0.05361
1392,0.01515
1393,0.04220
1395,0.02759
1396,0.04365
1399,0.03416
1400,0.04469
1401,0.03782
1404,0.02307
1405,0.02587
1406,0.03482
1407,0.02830
1409,0.03763
1411,0.03303
1414,0.03869
1415,0.04532
1416,0.04316
1418,0.08284
1419,0.03430
1420,0.01906
1422,0.04705
1424,0.01943
1426,0.03506
1427,0.03276
1428,0.04114
1429,0.04175
1431,0.01895
1432,0.06837
1434,0.05201
1435,0.02810
1439,0.02979
1440,0.06386
1441,0.04368
1442,0.03701
1446,0.03670
1447,0.05181
1451,0.02493
1452,0.01984
1454,0.03755
1457,0.02519
1458,0.03144
1459,0.04005
1461,0.03262
1462,0.03292
1465,0.03162
1468,0.04832
1470,0.02930
1471,0.02510
1472,0.03544
1476,0.04218
1482,0.02280
1485,0.02984
1486,0.04531
1487,0.03231
1489,0.02526
1492,0.03160
1494,0.08426
1495,0.02710
1497,0.02224
1499,0.02962
1500,0.02217
1501,0.03738
1505,0.06232
1507,0.03064
1509,0.04602
1511,0.01992
1513,0.02557
1514,0.02876
1515,0.07269
1517,0.09195
1520,0.05918
1522,0.02799
1523,0.01810
1524,0.08062
1526,0.03331
1527,0.02392
1528,0.03616
1531,0.02293
1533,0.04231
1534,0.04688
1535,0.06999
1538,0.03901
1541,0.05194
1542,0.03211
1543,0.03606
1546,0.03046
1548,0.03405
1549,0.04571
1550,0.02735
1551,0.03943
1553,0.07885
1558,0.02748
1560,0.03966
1561,0.03368
1562,0.03181
1565,0.04797
1566,0.03945
1567,0.02377
1568,0.02864
1569,0.02340
1570,0.03117
1573,0.02242
1576,0.02695
1577,0.01663
1579,0.05182
1580,0.06749
1581,0.05260
1584,0.03627
1586,0.02234
1587,0.03783
1590,0.02342
1591,0.02706
1594,0.04317
1595,0.01644
1596,0.02510
1601,0.03233
1605,0.07060
1607,0.07565
1608,0.02425
1610,0.02699
1611,0.03727
1612,0.05281
1616,0.06389
1617,0.06028
1618,0.02884
1620,0.02275
1621,0.02839
1623,0.03200
1624,0.02186
1625,0.03390
1626,0.03126
1628,0.03851
1630,0.03033
1632,0.03209
1633,0.03459
1635,0.03069
1637,0.03230
1638,0.07373
1639,0.03826
1640,0.02979
1643,0.06647
1644,0.03600
1645,0.03823
1647,0.02278
1649,0.02059
1651,0.03664
1652,0.02986
1654,0.03112
1655,0.02136
1656,0.05991
1658,0.05004
1660,0.02001
1661,0.03000
1662,0.05318
1663,0.02624
1664,0.03475
1665,0.07638
1668,0.06945
1669,0.02096
1673,0.05335
1674,0.05380
1675,0.01503
1676,0.03249
1677,0.03002
1679,0.05969
1682,0.06847
1683,0.05019
1685,0.06756
1687,0.02005
1689,0.03820
1690,0.03373
1694,0.03332
1696,0.03015
1697,0.02883
1699,0.05053
1700,0.06313
1701,0.02080
1702,0.02726
1704,0.02813
1705,0.04918
1708,0.03267
1710,0.03136
1712,0.02715
1719,0.05286
1720,0.02663
1722,0.04032
1723,0.04582
1724,0.04038
1725,0.03936
1726,0.04937
1727,0.03262
1728,0.02166
1732,0.03282
1733,0.02911
1734,0.04828
1735,0.04858
1739,0.03245
1740,0.02372
1741,0.05901
1742,0.04361
1743,0.02688
1744,0.05515
1746,0.03878
1750,0.03434
1753,0.03333
1755,0.03608
1758,0.03424
1760,0.02001
1763,0.02749
1765,0.01973
1766,0.04527
1769,0.02690
1771,0.02474
1772,0.02304
1775,0.02565
1776,0.01473
1778,0.03450
1780,0.03210
1781,0.02514
1783,0.02140
1785,0.03752
1788,0.03713
1791,0.03438
1793,0.03713
1794,0.03764
1796,0.02365
1797,0.02722
1798,0.05865
1800,0.04631
1803,0.05963
1804,0.02489
1810,0.03243
1812,0.02355
1813,0.03853
1816,0.02479
1817,0.04624
1818,0.03118
1819,0.05544
1820,0.02363
1821,0.02509
1822,0.01939
1823,0.02769
1826,0.03504
1827,0.03689
1828,0.03228
1829,0.02522
1830,0.02333
1831,0.02485
1834,0.02087
1836,0.03646
1839,0.02897
1841,0.02692
1846,0.03943
1847,0.03287
1850,0.06822
1852,0.05707
1853,0.02792
1854,0.09809
1855,0.03029
1857,0.03628
1858,0.03635
1860,0.03428
1863,0.04260
1866,0.03667
1868,0.03074
1869,0.02986
1870,0.01858
1874,0.01816
1875,0.02648
1877,0.06172
1878,0.02402
1879,0.03172
1881,0.03150
1882,0.04506
1885,0.02482
1886,0.04878
1887,0.06128
1888,0.02017
1889,0.03634
1890,0.03894
1891,0.03756
1892,0.02746
1894,0.03059
1895,0.06213
1896,0.06298
1897,0.02193
1898,0.06906
1901,0.02250
1904,0.01790
1905,0.02953
1906,0.01867
1907,0.05136
1908,0.04660
1910,0.03772
1911,0.03786
1914,0.03097
1916,0.02805
1919,0.04908
1920,0.06084
1921,0.02703
1922,0.03598
1923,0.06077
1924,0.04470
1926,0.03422
1928,0.03101
1929,0.03986
1931,0.02239
1932,0.03839
1933,0.01997
1934,0.02925
1935,0.02819
1936,0.03587
1937,0.05002
1939,0.03476
1940,0.06253
1942,0.03432
1944,0.03747
1945,0.03423
1946,0.05430
1947,0.02839
1948,0.04601
1954,0.03170
1955,0.08595
1956,0.02372
1958,0.01993
1961,0.03281
1963,0.01882
1967,0.02672
1968,0.02778
1970,0.01904
1971,0.01768
1973,0.06871
1979,0.04723
1980,0.03035
1982,0.01937
1984,0.03310
1986,0.02860
1987,0.07154
1989,0.02323
1990,0.04835
1991,0.03942
1993,0.02539
1994,0.03856
1995,0.03468
1996,0.03014
1999,0.03326
2001,0.03639
2002,0.01969
2005,0.03104
2006,0.02642
2008,0.03371
2009,0.02292
2011,0.02281
2012,0.03360
2013,0.02016
2015,0.04366
2017,0.02251
2019,0.01450
2020,0.02854
2022,0.04513
2023,0.02693
2024,0.01793
2026,0.02474
2027,0.05006
2028,0.02642
2029,0.03808
2030,0.03489
2032,0.03664
2033,0.01784
2035,0.03159
2036,0.02307
2037,0.04967
2038,0.05427
2039,0.03223
2040,0.06898
2041,0.02886
2042,0.06565
2043,0.04968
2044,0.03363
2046,0.04841
2047,0.02838
2048,0.03979
2049,0.04084
2050,0.03705
2054,0.03857
2061,0.03890
2063,0.04668
2064,0.03193
2065,0.03213
2067,0.04730
2068,0.02030
2069,0.03384
2070,0.02693
2072,0.02449
2073,0.04049
2075,0.01883
2076,0.02856
2077,0.01923
2078,0.03917
2079,0.01814
2081,0.02968
2082,0.10887
2085,0.02621
2086,0.08401
2087,0.03709
2088,0.09035
2089,0.03024
2091,0.03502
2092,0.04559
2093,0.04032
2094,0.02467
2095,0.03024
2096,0.05721
2097,0.02189
2099,0.02841
2100,0.08237
2103,0.03595
2104,0.01965
2105,0.03122
2106,0.05766
2107,0.02045
2110,0.03086
2113,0.02112
2114,0.06609
2115,0.04959
2118,0.03761
2119,0.03782
2120,0.03632
2121,0.02615
2123,0.01957
2124,0.04723
2128,0.08608
2129,0.07413
2131,0.06471
2132,0.03520
2133,0.03598
2134,0.04919
2137,0.04007
2140,0.03801
2141,0.02910
2142,0.03506
2146,0.02234
2148,0.06686
2149,0.04127
2151,0.06204
2152,0.03818
2153,0.07861
2154,0.05198
2155,0.04569
2158,0.01979
2159,0.08551
2160,0.03191
2161,0.03097
2164,0.03293
2166,0.03237
2167,0.03609
2170,0.04441
2171,0.05684
2172,0.02908
2173,0.04196
2175,0.05056
2177,0.03148
2178,0.04577
2179,0.04687
2180,0.03482
2182,0.04596
2183,0.02717
2184,0.02598
2186,0.02848
2187,0.03382
2188,0.01974
2189,0.02959
2191,0.02788
2192,0.08018
2194,0.03101
2196,0.04657
2197,0.03334
2198,0.02918
2199,0.02914
2200,0.01899
2201,0.02280
2202,0.02315
2205,0.01912
2206,0.02966
2207,0.04289
2208,0.02510
2212,0.03527
2215,0.03660
2216,0.03788
2217,0.02198
2218,0.02994
2220,0.04608
2221,0.08457
2223,0.04354
2225,0.02609
2226,0.05497
2231,0.02864
2232,0.03288
2233,0.02668
2234,0.03773
2235,0.02243
2236,0.03522
2237,0.04339
2239,0.03727
2240,0.02527
2242,0.03368
2247,0.02688
2248,0.03351
2250,0.03065
2251,0.02851
2255,0.06609
2257,0.02214
2258,0.04551
2259,0.02829
2260,0.02365
2261,0.03217
2263,0.03017
2265,0.02692
2266,0.03761
2267,0.07649
2268,0.03345
2269,0.02808
2270,0.02483
2271,0.03451
2272,0.02459
2273,0.04966
2275,0.02779
2276,0.03694
2277,0.03419
2278,0.06083
2279,0.04717
2282,0.01993
2285,0.02710
2286,0.04639
2289,0.02509
2294,0.06936
2296,0.02824
2297,0.04115
2299,0.06096
2300,0.05608
2301,0.06724
2302,0.02848
2305,0.03517
2306,0.06920
2307,0.03023
2308,0.04750
2310,0.06954
2312,0.03484
2316,0.09740
2317,0.04106
2319,0.05547
2320,0.03318
2322,0.02747
2323,0.02695
2324,0.02282
2326,0.02666
2327,0.02090
2328,0.07584
2329,0.04321
2331,0.02473
2335,0.03338
2338,0.01704
2339,0.06439
2340,0.03061
2341,0.02228
2342,0.05727
2345,0.06762
2349,0.02433
2350,0.03194
2351,0.04916
2353,0.05150
2354,0.04677
2355,0.05976
2356,0.04193
2357,0.06914
2359,0.02590
2360,0.04727
2361,0.04508
2362,0.04884
2364,0.02078
2366,0.02828
2368,0.03203
2369,0.03742
2370,0.04635
2372,0.03679
2376,0.02215
2381,0.02709
2383,0.02194
2384,0.02641
2385,0.03722
2386,0.02121
2388,0.02676
2390,0.02536
2392,0.04093
2394,0.07652
2395,0.02294
2396,0.02235
2397,0.02116
2399,0.07276
2401,0.02943
2402,0.02045
2403,0.06665
2405,0.08518
2406,0.05252
2407,0.04733
2408,0.01896
2410,0.01597
2412,0.03203
2415,0.04309
2417,0.02872
2418,0.03189
2420,0.03704
2421,0.06752
2425,0.07943
2426,0.02078
2427,0.02698
2428,0.02051
2429,0.03948
2434,0.06636
2435,0.02115
2436,0.02527
2437,0.02701
2438,0.04722
2439,0.02888
2441,0.03508
2443,0.03786
2444,0.02693
2445,0.03691
2446,0.05483
2449,0.02619
2452,0.04725
2453,0.09641
2454,0.03553
2455,0.04194
2456,0.03795
2457,0.02891
2460,0.07746
2461,0.02383
2463,0.02231
2465,0.02437
2466,0.02872
2468,0.04302
2469,0.06326
2471,0.02495
2472,0.04508
2473,0.02886
2474,0.03482
2475,0.03246
2476,0.02464
2477,0.03735
2478,0.05326
2480,0.01947
2483,0.02459
2484,0.01992
2486,0.06741
2488,0.02785
2489,0.04026
2490,0.01952
2495,0.03991
2496,0.02988
2497,0.06335
2498,0.04345
2503,0.02657
2505,0.02908
2506,0.03659
2507,0.05990
2508,0.08325
2509,0.02775
2514,0.04432
2515,0.03756
2521,0.05398
2522,0.01830
2523,0.02020
2524,0.03085
2526,0.03010
2527,0.04037
2529,0.04109
2530,0.02632
2531,0.04251
2532,0.03237
2534,0.06364
2535,0.02793
2536,0.01673
2537,0.03156
2539,0.02300
2542,0.03497
2545,0.02136
2546,0.02773
2548,0.04509
2549,0.02754
2550,0.03052
2552,0.02347
2554,0.04318
2555,0.05024
2558,0.02135
2560,0.06788
2563,0.02918
2564,0.04167
2565,0.02606
2571,0.06970
2574,0.07356
2575,0.02987
2576,0.02655
2577,0.07875
2578,0.02526
2579,0.05827
2581,0.05687
2582,0.03032
2583,0.03150
2585,0.03254
2586,0.04300
2587,0.04624
2591,0.03656
2592,0.01641
2594,0.03992
2595,0.03985
2597,0.05389
2598,0.03944
2599,0.03999
2600,0.07904
2602,0.04807
2603,0.02502
2605,0.02312
2606,0.01673
2607,0.04730
2608,0.04084
2609,0.02828
2610,0.07145
2611,0.02203
2613,0.02749
2615,0.01796
2616,0.04344
2621,0.02772
2623,0.03179
2624,0.04782
2625,0.04415
2626,0.03471
2627,0.03855
2628,0.03403
2629,0.02773
2630,0.02064
2631,0.06086
2633,0.03237
2634,0.06063
2635,0.03228
2636,0.04329
2638,0.05653
2639,0.02959
2640,0.02818
2642,0.02901
2643,0.03003
2646,0.02796
2647,0.04757
2648,0.05628
2649,0.01903
2650,0.04647
2652,0.02720
2654,0.03263
2658,0.03234
2659,0.03240
2660,0.04053
2661,0.04887
2662,0.02954
2663,0.04824
2665,0.03560
2666,0.02005
2667,0.02538
2668,0.02240
2671,0.02719
2673,0.02954
2674,0.04406
2675,0.04006
2676,0.04331
2677,0.03107
2678,0.02268
2681,0.02286
2683,0.01960
2685,0.06738
2687,0.02760
2690,0.07054
2692,0.02602
2693,0.02059
2694,0.01550
2695,0.02548
2696,0.07654
2697,0.04135
2698,0.07319
2699,0.03215
2701,0.02323
2702,0.03753
2703,0.07754
2705,0.04928
2711,0.03106
2715,0.04002
2720,0.05618
2721,0.06810
2722,0.02303
2724,0.02885
2726,0.02926
2729,0.01767
2730,0.02208
2731,0.03194
2732,0.02882
2733,0.02800
2734,0.03515
2736,0.02729
2738,0.02620
2739,0.04134
2740,0.02651
2741,0.04115
2743,0.01869
2746,0.03966
2747,0.04495
2750,0.04068
2751,0.03772
2752,0.03783
2753,0.02637
2755,0.04843
2756,0.02776
2757,0.02241
2761,0.03570
2763,0.04392
2764,0.05085
2765,0.01862
2767,0.05971
2769,0.04464
2772,0.02998
2774,0.03080
2776,0.02693
2777,0.01621
2778,0.03060
2782,0.03940
2783,0.02631
2786,0.01998
2790,0.02951
2791,0.02262
2792,0.03258
2793,0.02654
2794,0.04094
2795,0.03760
2796,0.04042
2797,0.02895
2800,0.04199
2801,0.02414
2802,0.02908
2804,0.02412
2805,0.03351
2807,0.02132
2808,0.03660
2811,0.04975
2812,0.03391
2813,0.02888
2814,0.08947
2815,0.05259
2817,0.04737
2819,0.04062
2821,0.03193
2825,0.05384
2828,0.02974
2829,0.02379
2831,0.02795
2832,0.03672
2834,0.03781
2835,0.02688
2836,0.06559
2837,0.07888
2838,0.05847
2840,0.02984
2841,0.03382
2842,0.03303
2843,0.02315
2845,0.02868
2847,0.03687
2848,0.02755
2850,0.04462
2851,0.04216
2854,0.02494
2856,0.03485
2857,0.02409
2858,0.02380
2859,0.02558
2862,0.04899
2864,0.02217
2865,0.08626
2866,0.01987
2867,0.03087
2868,0.03767
2869,0.04136
2871,0.03040
2872,0.03022
2873,0.03056
2874,0.02553
2875,0.02985
2878,0.04758
2882,0.04203
2883,0.03518
2886,0.01959
2887,0.03526
2888,0.03587
2889,0.03200
2892,0.02879
2893,0.03529
2895,0.03136
2897,0.02068
2898,0.03117
2899,0.04318
2903,0.02541
2906,0.03533
2907,0.02935
2909,0.02760
2913,0.02308
2915,0.02507
2916,0.02532
2917,0.03723
2918,0.03893
2921,0.02757
2924,0.03824
2925,0.07030
2928,0.06661
2929,0.05092
2931,0.09190
2932,0.04837
2934,0.03437
2936,0.08973
2937,0.06265
2939,0.02416
2940,0.05376
2941,0.02701
2942,0.02797
2943,0.04936
2946,0.02175
2947,0.03249
2949,0.04738
2952,0.03768
2953,0.03426
2954,0.02664
2956,0.01606
2960,0.02741
2962,0.05541
2964,0.02538
2965,0.02568
2966,0.11313
2967,0.02887
2968,0.04565
2971,0.03534
2972,0.05049
2973,0.05161
2975,0.05187
2976,0.03060
2977,0.05583
